Show Id;Type;Title;Country;Date Added;Release Year;Rating;Duration;Listed In
s246;Movie;A Twelve Year Night;Uruguay, Argentina, Spain;December 28, 2018;2018;TV-MA;122 min;Dramas, International Movies
s247;Movie;A Very Country Christmas;United States, Canada;November 15, 2020;2017;TV-G;84 min;Music & Musicals, Romantic Movies
s248;Movie;A Very Murray Christmas;United States;December 4, 2015;2015;TV-14;57 min;Comedies, Music & Musicals
s249;TV Show;A Very Secret Service;France;July 30, 2018;2018;TV-MA;2 Seasons;International TV Shows, TV Comedies
s250;Movie;A Very Special Love;Philippines;November 12, 2020;2008;TV-G;107 min;International Movies, Romantic Movies
s251;Movie;A Walk to Remember;United States;July 1, 2020;2002;PG;102 min;Dramas, Romantic Movies
s252;Movie;A Wednesday;India;November 1, 2018;2008;TV-MA;103 min;Action & Adventure, Dramas, International Movies
s253;Movie;A Week in Watts;United States;February 19, 2018;2017;TV-14;91 min;Documentaries
s254;Movie;A Whisker Away;Japan;June 18, 2020;2020;TV-PG;104 min;Anime Features, Children & Family Movies, International Movies
s255;Movie;A Witches Ball;Canada;October 1, 2018;2017;PG;91 min;Children & Family Movies
s256;Movie;A Wrinkle in Time;United States;September 25, 2018;2018;PG;110 min;Children & Family Movies
s257;TV Show;A Year In Space;United States;November 1, 2019;2015;TV-PG;1 Season;Docuseries, International TV Shows, Science & Nature TV
s258;Movie;A Yellow Bird;Singapore, France;May 1, 2017;2016;TV-MA;111 min;Dramas, Independent Movies, International Movies
s259;TV Show;A Young Doctors Notebook and Other Stories;United Kingdom;"function (years, refDate) {
    var date = new Date();
    if (typeof refDate !== ""undefined"") {
      date = new Date(Date.parse(refDate));
    }

    var range = {
      min: 1000,
      max: (years || 1) * 365 * 24 * 3600 * 1000
    };

    var past = date.getTime();
    past -= faker.datatype.number(range); // some time from now to N years ago, in milliseconds
    date.setTime(past);

    return date;
  }";2013;TV-MA;2 Seasons;British TV Shows, TV Comedies, TV Dramas
s260;TV Show;A.D. Kingdom and Empire;United States;December 15, 2017;2015;TV-14;1 Season;TV Dramas
s261;TV Show;A.I.C.O.;Japan;March 9, 2018;2018;TV-14;1 Season;Anime Series, International TV Shows
s262;Movie;A.M.I.;Canada;October 1, 2020;2019;TV-MA;77 min;Horror Movies
s263;Movie;A.X.L.;United States;March 20, 2019;2018;PG;99 min;Action & Adventure, Children & Family Movies, Independent Movies
s264;Movie;Ask Tesadufleri Sever;Turkey;April 4, 2018;2011;TV-MA;122 min;Dramas, International Movies, Romantic Movies
s265;Movie;Aadu 2;India;May 15, 2018;2017;TV-MA;150 min;Comedies, International Movies
s266;Movie;Aagey Se Right;India;November 1, 2018;2009;TV-14;117 min;Comedies, International Movies, Music & Musicals
s267;Movie;Aajcha Divas Majha;India;January 1, 2018;2013;TV-PG;126 min;Comedies, Dramas, International Movies
s268;Movie;Aakhri Adaalat;India;September 1, 2017;1988;TV-14;148 min;Action & Adventure, International Movies
s269;Movie;Aalorukkam;India;November 15, 2018;2018;TV-PG;122 min;Dramas, Independent Movies, International Movies
s270;Movie;Aamir;India;November 1, 2018;2008;TV-14;95 min;International Movies, Thrillers
s271;Movie;Aapla Manus;India;September 10, 2020;2018;TV-14;133 min;Dramas, International Movies, Thrillers
s272;Movie;Aarakshan;India;December 31, 2019;2011;TV-14;164 min;Dramas, International Movies
s273;Movie;Aashayein;India;October 22, 2017;2010;TV-14;115 min;Dramas, International Movies
s274;Movie;Aashik Awara;India;June 1, 2017;1993;TV-14;154 min;Dramas, International Movies, Music & Musicals
s275;Movie;Aata Pita;India;January 1, 2018;2010;TV-14;133 min;Comedies, Dramas, International Movies
s276;Movie;Aaviri;India;December 31, 2019;2019;TV-14;110 min;Horror Movies, International Movies, Thrillers
s277;TV Show;Abby Hatcher;United States, Canada;July 1, 2020;2019;TV-Y;1 Season;Kids TV
s278;Movie;Abby Sen;India;May 1, 2017;2015;TV-PG;127 min;Comedies, Dramas, International Movies
s279;Movie;ABCD 2;India;November 1, 2018;2015;TV-14;146 min;Dramas, International Movies, Music & Musicals
s280;Movie;ABCD: Any Body Can Dance;India;November 1, 2018;2013;TV-14;136 min;Dramas, International Movies
s281;Movie;Abdo Mota;Egypt;April 19, 2019;2012;TV-MA;100 min;Action & Adventure, Dramas, International Movies
s282;Movie;Abducted in Plain Sight;United States;January 15, 2019;2017;TV-14;90 min;Documentaries
s283;Movie;Abdullah, The Final Witness;Pakistan;January 15, 2019;2016;TV-14;88 min;Dramas, International Movies
s284;Movie;Abhinetri;India;May 1, 2018;2016;TV-14;131 min;Comedies, International Movies, Sci-Fi & Fantasy
s285;TV Show;Abnormal Summit;South Korea; August 4, 2017;2017;TV-PG;2 Seasons;International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows
s286;Movie;Abominable Christmas;United States;February 18, 2016;2012;TV-Y7;44 min;Children & Family Movies, Comedies
s287;Movie;About a Boy;United Kingdom, United States, France, Germany;February 1, 2019;2002;PG-13;101 min;Comedies, Dramas, International Movies
s288;Movie;About Time;United Kingdom;April 16, 2019;2013;R;123 min;Comedies, Dramas, International Movies
s289;TV Show;Abstract: The Art of Design;United States;September 25, 2019;2019;TV-14;2 Seasons;Docuseries
s290;TV Show;Absurd Planet;United States;April 22, 2020;2020;TV-PG;1 Season;Docuseries, Science & Nature TV, TV Comedies
s291;TV Show;Abyss;South Korea;May 7, 2019;2019;TV-14;1 Season;Crime TV Shows, International TV Shows, Korean TV Shows
s292;Movie;Abzurdah;Argentina;August 25, 2016;2015;TV-MA;90 min;Dramas, International Movies
s293;Movie;Acapulco La vida va;Mexico;June 3, 2017;2016;TV-MA;89 min;Comedies, Dramas, International Movies
s294;Movie;Accident;Hong Kong;December 1, 2018;2009;TV-MA;87 min;International Movies, Thrillers
s295;TV Show;Accidentally in Love;China;October 19, 2018;2018;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s296;Movie;Across Grace Alley;United States;December 1, 2016;2013;TV-PG;24 min;Dramas
s297;Movie;Across The Line;Canada;April 1, 2019;2015;TV-MA;88 min;Dramas, Sports Movies
s298;Movie;Across the Universe;United States, United Kingdom;January 1, 2019;2007;PG-13;133 min;Dramas, Music & Musicals, Romantic Movies
s299;Movie;Act of Valor;United States;June 1, 2020;2012;R;110 min;Action & Adventure
s300;Movie;Act of Vengeance;Turkey, United States;September 29, 2018;2010;NR;112 min;Action & Adventure, International Movies
s301;Movie;Action Replayy;India;May 11, 2020;2010;TV-PG;129 min;Children & Family Movies, Comedies, International Movies
s302;Movie;Acts of Vengeance;Bulgaria, United States;January 25, 2018;2017;R;87 min;Action & Adventure, International Movies
s303;Movie;Acts of Violence;Canada;August 1, 2020;2018;R;87 min;Action & Adventure
s304;TV Show;Ad Vitam;France;November 1, 2019;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s305;Movie;AdU;Spain;July 1, 2020;2020;TV-MA;120 min;Dramas, International Movies
s306;Movie;Adam Devine: Best Time of Our Lives;United States;June 18, 2019;2019;TV-MA;59 min;Stand-Up Comedy
s307;TV Show;Adam Ruins Everything;United States;September 30, 2018;2018;TV-14;1 Season;TV Comedies
s308;Movie;ADAM SANDLER 100% FRESH;United States;October 23, 2018;2018;TV-MA;74 min;Stand-Up Comedy
s309;Movie;Adam: His Song Continues;United States;October 1, 2011;1986;TV-MA;96 min;Dramas
s310;Movie;Addicted to Life;France;June 12, 2020;2014;TV-14;91 min;Action & Adventure, Documentaries, International Movies
s311;Movie;Adel Karam: Live from Beirut;United States;March 1, 2018;2018;TV-MA;59 min;Stand-Up Comedy
s312;Movie;Adhugo;India;January 15, 2019;2018;TV-14;105 min;Comedies, International Movies, Thrillers
s313;Movie;Aditi Mittal: Things They Wouldnt Let Me Say;India;July 18, 2017;2017;TV-MA;63 min;Stand-Up Comedy
s314;Movie;Adore;Australia, France;November 20, 2019;2013;R;111 min;Dramas, Independent Movies, International Movies
s315;Movie;Adrift;Hong Kong, Iceland, United States;September 1, 2020;2018;PG-13;96 min;Action & Adventure, Dramas, Romantic Movies
s316;Movie;Adrishya;India;December 31, 2019;2017;TV-14;99 min;Horror Movies, Independent Movies, International Movies
s317;Movie;Advantageous;United States;June 23, 2015;2015;TV-MA;92 min;Dramas, Independent Movies, Sci-Fi & Fantasy
s318;Movie;Adventures in Public School;Canada, United States;August 15, 2018;2018;NR;86 min;Comedies
s319;Movie;Aerials;United Arab Emirates;May 7, 2020;2016;TV-14;90 min;International Movies, Sci-Fi & Fantasy
s320;TV Show;Afflicted;United States;August 10, 2018;2018;TV-MA;1 Season;Docuseries, Reality TV, Science & Nature TV
s321;Movie;Afonso Padilha: Classless;Brazil;September 3, 2020;2020;TV-MA;63 min;Stand-Up Comedy
s322;TV Show;Africa;United Kingdom;April 28, 2016;2013;TV-PG;1 Season;British TV Shows, Docuseries, International TV Shows
s323;TV Show;Afronta! Facing It!;Brazil;October 31, 2020;2017;TV-PG;1 Season;Docuseries, International TV Shows
s324;Movie;After;United States;October 9, 2019;2019;PG-13;106 min;Dramas, Romantic Movies
s325;TV Show;After Life;United Kingdom;April 24, 2020;2020;TV-MA;2 Seasons;British TV Shows, International TV Shows, TV Comedies
s326;Movie;After Maria;United States;May 24, 2019;2019;TV-PG;38 min;Documentaries
s327;Movie;After Porn Ends;United States;May 27, 2019;2012;NR;93 min;Documentaries
s328;Movie;After Porn Ends 3;United States;December 30, 2018;2018;TV-MA;87 min;Documentaries
s329;Movie;After the Raid;United States, Mexico;December 19, 2019;2019;TV-PG;25 min;Documentaries, International Movies
s330;Movie;After We Collided;United States;December 22, 2020;2020;R;105 min;Dramas, Romantic Movies
s331;Movie;Aftermath;United Kingdom, United States;March 15, 2020;2017;R;94 min;Dramas
s332;Movie;Afterschool;United States;August 13, 2020;2008;TV-MA;107 min;Dramas, Independent Movies
s333;Movie;Aftershock;United States, Chile;March 7, 2018;2012;R;89 min;Action & Adventure, Horror Movies
s334;TV Show;Against the Tide;Singapore;July 1, 2017;2014;TV-14;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s335;Movie;Agatha and the Truth of Murder;United Kingdom;January 31, 2019;2018;TV-MA;92 min;Dramas
s336;TV Show;Age Gap Love;United Kingdom;July 12, 2019;2017;TV-MA;1 Season;British TV Shows, Reality TV, Romantic TV Shows
s337;TV Show;Age of Glory;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";August 14, 2017;2010;TV-MA;2 Seasons;International TV Shows, Romantic TV Shows, TV Dramas
s338;TV Show;Age of Rebellion;Taiwan;September 1, 2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s339;TV Show;Age of Tanks;Germany, France, Russia;November 10, 2018;2017;TV-PG;1 Season;Docuseries, International TV Shows, Science & Nature TV
s340;TV Show;Agent;Mauritius, South Africa;December 20, 2019;2019;TV-MA;1 Season;International TV Shows, TV Dramas
s341;TV Show;Agent Raghav;India;April 15, 2017;2015;TV-14;1 Season;Crime TV Shows, International TV Shows, TV Action & Adventure
s342;TV Show;Aggretsuko;Japan;August 27, 2020;2020;TV-14;3 Seasons;Anime Series, International TV Shows
s343;Movie;Aggretsuko: We Wish You a Metal Christmas;Japan;December 20, 2018;2018;TV-PG;22 min;Movies
s344;Movie;Agneepath;India;April 1, 2020;1990;TV-14;174 min;Dramas, International Movies
s345;Movie;AgustIn Aristaran: Soy Rada;Argentina;February 16, 2018;2018;TV-MA;60 min;Stand-Up Comedy
s346;Movie;Agyaat;India;October 1, 2018;2009;TV-14;97 min;Horror Movies, International Movies
s347;Movie;Ahista Ahista;India;December 31, 2019;2006;TV-14;122 min;Dramas, International Movies, Romantic Movies
s348;Movie;Ai Weiwei: Never Sorry;United States;March 1, 2018;2012;R;91 min;Documentaries
s349;TV Show;Ainori Love Wagon: African Journey;Japan;January 30, 2020;2019;TV-14;1 Season;International TV Shows, Reality TV, Romantic TV Shows
s350;TV Show;Ainori Love Wagon: Asian Journey;Japan;March 28, 2019;2018;TV-MA;2 Seasons;International TV Shows, Reality TV, Romantic TV Shows
s351;TV Show;Ainsley Eats the Streets;United Kingdom;July 12, 2019;2014;TV-PG;1 Season;British TV Shows, Docuseries, International TV Shows
s352;Movie;Ainu Mosir;United States, Japan;November 17, 2020;2020;TV-PG;84 min;Dramas, International Movies
s353;Movie;Airplane Mode;United States;January 23, 2020;2020;TV-PG;97 min;Comedies, International Movies, Romantic Movies
s354;Movie;Aisa Yeh Jahaan;India;October 15, 2017;2015;TV-14;127 min;Dramas, Independent Movies, International Movies
s355;Movie;Aitraaz;India;March 1, 2018;2004;TV-14;153 min;International Movies, Music & Musicals, Romantic Movies
s356;Movie;Aiyaary;India;May 15, 2018;2018;TV-MA;158 min;Action & Adventure, Dramas, International Movies
s357;Movie;Aiyyaa;India;July 5, 2020;2012;TV-14;151 min;Comedies, International Movies, Music & Musicals
s358;TV Show;AJ and the Queen;United States;January 10, 2020;2020;TV-14;1 Season;TV Comedies, TV Dramas
s359;Movie;Ajab Prem Ki Ghazab Kahani;India;October 25, 2020;2009;TV-14;150 min;Comedies, International Movies, Music & Musicals
s360;TV Show;Ajaibnya Cinta;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";October 13, 2017;2015;TV-PG;1 Season;International TV Shows, TV Dramas
s361;TV Show;AJIN: Demi-Human;Japan;December 27, 2016;2016;TV-MA;2 Seasons;Anime Series, International TV Shows
s362;Movie;Ajji;India;May 1, 2018;2017;TV-MA;105 min;Dramas, International Movies
s363;Movie;AK vs AK;India;December 25, 2020;2020;TV-MA;109 min;Comedies, Dramas, International Movies
s364;TV Show;Akame ga Kill!;Japan;March 1, 2020;2014;TV-14;1 Season;Anime Series, Crime TV Shows, International TV Shows
s365;TV Show;AkbarBirbal;India;March 31, 2020;2019;TV-G;1 Season;Kids TV, TV Comedies, TV Dramas
s366;TV Show;Akulah Balqis;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";November 3, 2017;2015;TV-14;1 Season;International TV Shows, TV Dramas
s367;Movie;Al acecho;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";January 12, 2021;2019;TV-MA;81 min;International Movies, Thrillers
s368;TV Show;Al Hayba;Lebanon;September 15, 2018;2017;TV-14;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s369;Movie;Ala Vaikunthapurramuloo;India;February 27, 2020;2020;TV-14;162 min;Action & Adventure, Comedies, Dramas
s370;Movie;Alakada Reloaded;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";March 6, 2020;2017;TV-MA;104 min;Comedies, International Movies
s371;Movie;Alan Saldana: Mi vida de pobre;Mexico;August 4, 2017;2017;TV-MA;54 min;Stand-Up Comedy
s372;Movie;Alarmoty in the Land of Fire;Egypt;August 5, 2019;2017;TV-MA;94 min;Comedies, International Movies
s373;Movie;Alaska Is a Drag;United States;December 31, 2020;2017;TV-MA;83 min;Dramas, LGBTQ Movies
s374;Movie;Albert Pinto Ko Gussa Kyun Aata Hai?;India;December 31, 2019;2019;TV-MA;85 min;Dramas, Independent Movies, International Movies
s375;Movie;Albion: The Enchanted Stallion;United States, Bulgaria;July 1, 2017;2016;TV-PG;106 min;Children & Family Movies
s376;Movie;Alejandro Riano: Especial de stand up;Colombia;January 10, 2018;2018;TV-MA;60 min;Stand-Up Comedy
s377;Movie;Alejandro Sanz: What I Was Is What I Am;Spain;August 18, 2018;2018;TV-MA;102 min;Documentaries, International Movies, Music & Musicals
s378;Movie;AlelI;Uruguay, Argentina;April 16, 2020;2019;TV-MA;88 min;Comedies, Dramas, International Movies
s379;Movie;Alex Fernandez: The Best Comedian in the World;Mexico;January 23, 2020;2020;TV-MA;51 min;Stand-Up Comedy
s380;Movie;Alex Strangelove;United States;June 8, 2018;2018;TV-MA;100 min;Comedies, Dramas, Independent Movies
s381;TV Show;Alexa & Katie;United States;June 13, 2020;2020;TV-G;4 Seasons;Kids TV, TV Comedies
s382;Movie;Alexandria ... Why?;Egypt, Algeria;June 18, 2020;1979;TV-MA;131 min;Classic Movies, Dramas, International Movies
s383;Movie;Alexandria: Again and Forever;France, Egypt;June 18, 2020;1989;TV-MA;109 min;Classic Movies, Dramas, International Movies
s384;Movie;Alexis Viera: A Story of Surviving;Uruguay;March 20, 2019;2019;TV-MA;69 min;Documentaries, International Movies, Sports Movies
s385;Movie;Ali & Alia;United Arab Emirates;May 12, 2020;2019;TV-14;106 min;Dramas, International Movies, Romantic Movies
s386;Movie;Ali Baba ve 7 Cuceler;Turkey;July 1, 2020;2015;TV-MA;115 min;Action & Adventure, Comedies, International Movies
s387;Movie;Ali Wong: Baby Cobra;United States;May 6, 2016;2016;TV-MA;60 min;Stand-Up Comedy
s388;Movie;Ali Wong: Hard Knock Wife;United States;May 13, 2018;2018;TV-MA;64 min;Stand-Up Comedy
s389;Movie;Alis Wedding;Australia;June 8, 2018;2018;TV-MA;110 min;Comedies, Independent Movies, International Movies
s390;TV Show;Alias Grace;Canada;November 3, 2017;2017;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s391;Movie;Alias JJ, la celebridad del mal;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";September 1, 2017;2017;TV-MA;54 min;Documentaries, International Movies
s392;Movie;Alibaba Aur 40 Chor;Soviet Union, India;January 15, 2018;1980;TV-14;147 min;Action & Adventure, International Movies, Sci-Fi & Fantasy
s393;Movie;Alice Doesnt Live Here Anymore;United States;July 1, 2019;1974;PG;112 min;Classic Movies, Comedies, Dramas
s394;TV Show;Alice in Borderland;Japan;December 10, 2020;2020;TV-MA;1 Season;International TV Shows, TV Action & Adventure, TV Mysteries
s395;Movie;Alice Junior;Brazil;October 23, 2020;2019;TV-MA;87 min;Comedies, International Movies, LGBTQ Movies
